text	label	edu1_idx	edu2_idx	file
spk1: me plz [SEP] spk3: ok	Acknowledgement	16	17	pilot20_8
spk1: meee [SEP] spk1: ok	Explanation	1	4	pilot20_8
spk2: I mean if she has lots of ore [SEP] spk2: she could do two trades,	Conditional	10	12	pilot20_8
spk1: u mean giv wheat? [SEP] spk2: I mean if she has lots of ore	Question_answer_pair	9	10	pilot20_8
spk2: You sould do one with each of us, [SEP] spk2: I mean if she has lots of ore	Elaboration	6	10	pilot20_8
spk2: I mean if she has lots of ore [SEP] spk1: ya	Acknowledgement	10	14	pilot20_8
spk2: I mean if she has lots of ore [SEP] spk3: i could do one more trade of ore fro wheat	Acknowledgement	10	15	pilot20_8
spk2: You sould do one with each of us, [SEP] spk2: if you want.	Continuation	6	7	pilot20_8
spk1: No [SEP] spk1: When everyone has sat down	Contrast	1	6	pilot20_9
spk4: Who have we lost? [SEP] spk3: kittles	Question_answer_pair	7	8	pilot20_9
spk3: kittles [SEP] spk1: Are you here Kittles?	Clarification_question	8	11	pilot20_9
"spk5: anyone???? [SEP] spk1: Press the ""sit here"" button in the lower right of the screen"	Question_answer_pair	12	14	pilot20_9
spk4: but let's try anyway. [SEP] spk1: if I started too soon	Comment	19	21	pilot20_9
spk5: anyone???? [SEP] spk3: ?	Clarification_question	12	13	pilot20_9
spk2: let's get rolling! :) [SEP] spk5: ok	Acknowledgement	23	28	pilot20_9
spk2: let's get rolling! :) [SEP] spk3: ok	Acknowledgement	23	27	pilot20_9
spk3: so anybody wana trade sumthng? [SEP] spk1: I'm OK just now	Question_answer_pair	29	30	pilot20_9
spk3: so anybody wana trade sumthng? [SEP] spk5: i dont know	Question_answer_pair	29	31	pilot20_9
spk5: i dont know [SEP] spk5: what i have	Elaboration	31	32	pilot20_9
spk1: It says [SEP] spk1: what you have in your portion of the screen	Elaboration	33	34	pilot20_9
spk1: It says [SEP] spk5: ok cool	Acknowledgement	33	35	pilot20_9
spk3: so anybody wana trade sumthng? [SEP] spk2: I can give you sheep in exchange for wood...	Question_answer_pair	29	36	pilot20_9
spk2: I can give you sheep in exchange for wood... [SEP] spk3: i dnt have wood	Correction	36	37	pilot20_9
spk3: i have clay [SEP] spk3: sheep	Parallel	38	39	pilot20_9
spk3: i have clay [SEP] spk3: sheep	Continuation	38	39	pilot20_9
spk3: i dnt have wood [SEP] spk1: I have wood	Contrast	37	40	pilot20_9
spk3: i dnt have wood [SEP] spk3: i have clay	Contrast	37	38	pilot20_9
spk3: sheep [SEP] spk3: n wheat	Continuation	39	41	pilot20_9
spk3: sheep [SEP] spk3: n wheat	Parallel	39	41	pilot20_9
spk3: i have clay [SEP] spk5: i can trade clay wood for clay	Result	38	42	pilot20_9
spk5: i can trade clay wood for clay [SEP] spk3: ok	Acknowledgement	42	43	pilot20_9
spk5: i can trade clay wood for clay [SEP] spk5: wood for clay	Correction	42	45	pilot20_9
spk5: i can trade clay wood for clay [SEP] spk3: ok	Acknowledgement	42	46	pilot20_9
spk1: I'll trade with ariachiba [SEP] spk1: when it's my turn	Background	47	48	pilot20_9
spk1: I'll trade with ariachiba [SEP] spk2: Cool.	Acknowledgement	47	49	pilot20_9
spk5: i can trade clay wood for clay [SEP] spk3: so kittles ile giv u clay?	Clarification_question	42	50	pilot20_9
spk3: ok [SEP] spk3: so kittles ile giv u clay?	Clarification_question	46	50	pilot20_9
spk5: please [SEP] spk5: and ill give you wood	Continuation	51	52	pilot20_9
spk3: so kittles ile giv u clay? [SEP] spk5: please	Question_answer_pair	50	51	pilot20_9
spk5: please [SEP] spk3: ok	Acknowledgement	51	53	pilot20_9
spk3: ok [SEP] spk3: ive ticked it	Elaboration	53	54	pilot20_9
spk5: please [SEP] spk5: hahaha sorry	Comment	51	55	pilot20_9
spk5: hahaha sorry [SEP] spk5: sounds rude	Explanation	55	56	pilot20_9
spk5: hahaha sorry [SEP] spk1: haha	Comment	55	57	pilot20_9
spk3: ive ticked it [SEP] spk3: did tht work?	Clarification_question	54	58	pilot20_9
spk3: did tht work? [SEP] spk3: i pressd done	Elaboration	58	59	pilot20_9
spk3: did tht work? [SEP] spk5: no	Question_answer_pair	58	60	pilot20_9
spk5: no [SEP] spk3: ugh	Acknowledgement	60	61	pilot20_9
spk3: ugh [SEP] spk3: now?	Clarification_question	61	62	pilot20_9
spk3: now? [SEP] spk5: cool	Question_answer_pair	62	63	pilot20_9
spk5: cool [SEP] spk3: ok	Acknowledgement	63	64	pilot20_9
spk3: ok [SEP] spk3: what nw?	Clarification_question	64	65	pilot20_9
spk3: what nw? [SEP] spk1: End turn if you're done	Question_answer_pair	65	66	pilot20_9
spk5: ok [SEP] spk3: so anybody wana trade sumthng?	Result	28	29	pilot20_9
spk5: i dont know [SEP] spk1: It says	Question_answer_pair	31	33	pilot20_9
"spk1: Press ""sit down"" though [SEP] spk1: When everyone has sat down"	Conditional	4	6	pilot20_9
spk1: Apologies [SEP] spk1: if I started too soon	Conditional	20	21	pilot20_9
spk2: I can give you sheep in exchange for wood... [SEP] spk1: I have wood	Acknowledgement	36	40	pilot20_9
spk1: I have wood [SEP] spk1: I'll trade with ariachiba	Result	40	47	pilot20_9
spk1: if I started too soon [SEP] spk2: It's all, good,	Acknowledgement	21	22	pilot20_9
spk2: It's all, good, [SEP] spk2: let's get rolling! :)	Result	22	23	pilot20_9
spk5: do we start [SEP] spk1: No	Question_answer_pair	0	1	pilot20_9
spk5: do we start [SEP] spk4: Not yet	Question_answer_pair	0	2	pilot20_9
spk4: Not yet [SEP] spk4: Wait for the 4th persion	Explanation	2	3	pilot20_9
spk5: do we start [SEP] spk5: do we start playing	Elaboration	0	5	pilot20_9
spk1: When everyone has sat down [SEP] spk4: Who have we lost?	Clarification_question	6	7	pilot20_9
spk3: kittles [SEP] spk4: OK,	Acknowledgement	8	9	pilot20_9
spk4: OK, [SEP] spk4: I'll try to send an email.	Result	9	10	pilot20_9
spk1: Are you here Kittles? [SEP] spk5: anyone????	Clarification_question	11	12	pilot20_9
spk4: Who have we lost? [SEP] spk5: anyone????	Clarification_question	7	12	pilot20_9
spk5: anyone???? [SEP] spk4: Ah, yes,	Question_answer_pair	12	15	pilot20_9
spk4: Ah, yes, [SEP] spk4: please sit down!	Continuation	15	16	pilot20_9
"spk1: Press the ""sit here"" button in the lower right of the screen [SEP] spk4: OK,"	Acknowledgement	14	17	pilot20_9
spk4: OK, [SEP] spk4: I'm not entirey sure the sequence was right,	Continuation	17	18	pilot20_9
spk2: let's get rolling! :) [SEP] spk4: Remember that the easiest way to play is to negotiate trades!	Continuation	23	24	pilot20_9
spk1: if I started too soon [SEP] spk4: Remember that the easiest way to play is to negotiate trades!	Continuation	21	24	pilot20_9
spk4: Remember that the easiest way to play is to negotiate trades! [SEP] spk4: Meaning, talking about them.	Elaboration	24	25	pilot20_9
spk4: Meaning, talking about them. [SEP] spk4: :*)	Comment	25	26	pilot20_9
spk3: ok [SEP] spk3: so anybody wana trade sumthng?	Result	27	29	pilot20_9
spk5: hahaha sorry [SEP] spk1: haha	Acknowledgement	55	57	pilot20_9
spk4: I'm not entirey sure the sequence was right, [SEP] spk4: but let's try anyway.	Contrast	18	19	pilot20_9
spk5: sorry, [SEP] spk5: wood for clay	Comment	44	45	pilot20_9
spk4: eh? [SEP] spk1: y do we discard?	Elaboration	0	1	pilot20_10
spk1: y do we discard? [SEP] spk1: the robber took it?	Clarification_question	1	2	pilot20_10
spk1: y do we discard? [SEP] spk4: baddy	Comment	1	3	pilot20_10
spk2: Every time a 7 gets rolled, [SEP] spk2: that happens	Conditional	4	5	pilot20_10
spk1: y do we discard? [SEP] spk2: Every time a 7 gets rolled,	Question_answer_pair	1	4	pilot20_10
spk3: You had more than 7 reseources [SEP] spk3: and I rolled the robber.	Narration	6	7	pilot20_10
spk3: You had more than 7 reseources [SEP] spk1: oh ryt yes thnx	Acknowledgement	6	8	pilot20_10
spk2: Every time a 7 gets rolled, [SEP] spk3: You had more than 7 reseources	Explanation	4	6	pilot20_10
spk4: eh? [SEP] spk2: Every time a 7 gets rolled,	Question_answer_pair	0	4	pilot20_10
spk4: how do we get more points? [SEP] spk1: build stuff i thnk	Question_answer_pair	0	1	pilot20_11
spk4: how do we get more points? [SEP] spk2: You build roads and settlements.	Question_answer_pair	0	2	pilot20_11
spk4: how do we get more points? [SEP] spk3: You get one for each settlement you build,	Question_answer_pair	0	3	pilot20_11
spk3: You get one for each settlement you build, [SEP] spk3: and 2 for each city	Continuation	3	4	pilot20_11
spk3: You get one for each settlement you build, [SEP] spk1: how do i build again?	Clarification_question	3	6	pilot20_11
spk2: At the bottom, [SEP] spk2: it shows the different options.	Elaboration	7	8	pilot20_11
spk3: and 2 for each city [SEP] spk3: and there's bonuses and stuff	Continuation	4	5	pilot20_11
spk3: You get one for each settlement you build, [SEP] spk4: aaahh	Acknowledgement	3	10	pilot20_11
spk2: it shows the different options. [SEP] spk2: Only ones that you have the materials for will be available.	Elaboration	8	9	pilot20_11
spk1: how do i build again? [SEP] spk2: At the bottom,	Question_answer_pair	6	7	pilot20_11
spk2: At the bottom, [SEP] spk1: none of thm r there	Contrast	7	11	pilot20_11
spk1: none of thm r there [SEP] spk1: i need clay	Continuation	11	12	pilot20_11
spk1: i need clay [SEP] spk1: any1 have?	Result	12	13	pilot20_11
spk1: i need clay [SEP] spk3: Nope, sorry	Question_answer_pair	12	14	pilot20_11
spk1: i need clay [SEP] spk2: Not at the moment, unfortunately.	Question_answer_pair	12	15	pilot20_11
spk1: i need clay [SEP] spk1: i never got any ore	Continuation	12	16	pilot20_11
spk1: i never got any ore [SEP] spk4: need mine sorry	Question_answer_pair	16	17	pilot20_11
spk1: i never got any ore [SEP] spk1: no1 has ore to giv?	Q_Elab	16	18	pilot20_11
spk1: no1 has ore to giv? [SEP] spk4: oh yeah me	Question_answer_pair	18	19	pilot20_11
spk4: oh yeah me [SEP] spk4: ore for wheat again?	Clarification_question	19	20	pilot20_11
spk4: ore for wheat again? [SEP] spk1: ya	Question_answer_pair	20	21	pilot20_11
spk1: ya [SEP] spk4: ok	Acknowledgement	21	22	pilot20_11
spk1: anybody want to giv me clay? [SEP] spk1: or wood?	Alternation	0	1	pilot20_12
spk1: or wood? [SEP] spk1: or ore?	Alternation	1	2	pilot20_12
spk1: anybody want to giv me clay? [SEP] spk3: none	Question_answer_pair	0	3	pilot20_12
spk1: anybody want to giv me clay? [SEP] spk2: I can give 1 wood	Question_answer_pair	0	4	pilot20_12
spk2: I can give 1 wood [SEP] spk1: oh wood shud b good	Acknowledgement	4	5	pilot20_12
spk1: oh wood shud b good [SEP] spk2: wheat in return?	Q_Elab	5	6	pilot20_12
spk2: wheat in return? [SEP] spk1: ok	Question_answer_pair	6	7	pilot20_12
spk1: ok [SEP] spk2: Cool	Acknowledgement	7	8	pilot20_12
spk1: btw i need to go in few mins [SEP] spk1: do i still get paid fot his?	Clarification_question	0	1	pilot20_13
spk1: do i still get paid fot his? [SEP] spk1: *this	Correction	1	2	pilot20_13
spk4: (i hope) [SEP] spk4: we will be finishing very soon	Elaboration	3	4	pilot20_13
spk4: (i hope) [SEP] spk2: Yeah, me too	Acknowledgement	3	5	pilot20_13
spk4: (i hope) [SEP] spk2: Yeah, me too	Parallel	3	5	pilot20_13
spk1: btw i need to go in few mins [SEP] spk4: (i hope)	Comment	0	3	pilot20_13
spk1: do i still get paid fot his? [SEP] spk3: You'll get paid.	Question_answer_pair	1	6	pilot20_13
spk2: Yeah, me too [SEP] spk2: Anyone have ore?	Continuation	5	7	pilot20_13
spk3: You'll get paid. [SEP] spk1: thank you	Acknowledgement	6	8	pilot20_13
spk1: where do we go [SEP] spk1: to get our compensation?	Continuation	9	10	pilot20_13
spk1: thank you [SEP] spk1: where do we go	Clarification_question	8	9	pilot20_13
spk2: Anyone have ore? [SEP] spk4: not me aria, sorry	Question_answer_pair	7	11	pilot20_13
spk1: where do we go [SEP] spk3: Informatics Forum 3.24.	Question_answer_pair	9	12	pilot20_13
spk4: not me aria, sorry [SEP] spk2: k,	Acknowledgement	11	13	pilot20_13
spk2: k, [SEP] spk2: thanks	Comment	13	14	pilot20_13
spk1: this room is in the informatics building [SEP] spk1: im gessing?	Clarification_question	15	16	pilot20_13
spk3: Informatics Forum 3.24. [SEP] spk1: this room is in the informatics building	Elaboration	12	15	pilot20_13
spk1: im gessing? [SEP] spk1: ths nice one in george square?	Elaboration	16	17	pilot20_13
spk1: ths nice one in george square? [SEP] spk3: yes.	Question_answer_pair	17	18	pilot20_13
spk3: yes. [SEP] spk1: ok	Acknowledgement	18	19	pilot20_13
spk1: ok [SEP] spk1: great	Comment	19	20	pilot20_13
spk1: ok [SEP] spk4: we're really nearly done	Comment	19	21	pilot20_13
spk2: k, [SEP] spk4: we're really nearly done	Comment	13	21	pilot20_13
spk4: we're really nearly done [SEP] spk1: how du know?	Clarification_question	21	22	pilot20_13
spk1: how du know? [SEP] spk1: it seems neverending	Comment	22	23	pilot20_13
spk1: how du know? [SEP] spk4: me and aria are near 10	Question_answer_pair	22	24	pilot20_13
spk4: me and aria are near 10 [SEP] spk1: oooh	Comment	24	25	pilot20_13
spk4: me and aria are near 10 [SEP] spk1: ryt	Acknowledgement	24	26	pilot20_13
spk1: ryt [SEP] spk1: ok guys	Continuation	26	27	pilot20_13
spk1: ok guys [SEP] spk1: hav to leav nw	Continuation	27	28	pilot20_13
spk1: hav to leav nw [SEP] spk1: bye	Continuation	28	29	pilot20_13
spk1: bye [SEP] spk1: i really need to leav	Explanation	29	32	pilot20_13
spk4: seriuosly, i'm one resrouce from winning [SEP] spk2: Fair enough....	Acknowledgement	30	31	pilot20_13
spk4: me and aria are near 10 [SEP] spk4: seriuosly, i'm one resrouce from winning	Elaboration	24	30	pilot20_13
spk1: i really need to leav [SEP] spk1: sorry	Comment	32	33	pilot20_13
spk1: sorry [SEP] spk4: ah well	Acknowledgement	33	34	pilot20_13
spk4: ah well [SEP] spk4: I can't move the robber,	Continuation	34	35	pilot20_13
spk4: I can't move the robber, [SEP] spk4: I think the game's stuck	Explanation	35	36	pilot20_13
spk4: I think the game's stuck [SEP] spk3: OK,	Acknowledgement	36	37	pilot20_13
spk3: OK, [SEP] spk3: just a moment	Continuation	37	38	pilot20_13
spk3: just a moment [SEP] spk4: Cheers	Acknowledgement	38	39	pilot20_13
spk3: just a moment [SEP] spk3: Now?	Clarification_question	38	40	pilot20_13
spk3: Now? [SEP] spk4: Yep,	Question_answer_pair	40	41	pilot20_13
spk4: Yep, [SEP] spk4: thanks for that	Comment	41	42	pilot20_13
spk2: Fair enough.... [SEP] spk4: Great game,	Acknowledgement	31	43	pilot20_13
spk4: Great game, [SEP] spk4: well played aria	Elaboration	43	44	pilot20_13
spk2: Fair enough.... [SEP] spk3: Well don!	Acknowledgement	31	45	pilot20_13
spk4: Great game, [SEP] spk2: Yep,	Acknowledgement	43	46	pilot20_13
spk3: Well don! [SEP] spk2: Yep,	Acknowledgement	45	46	pilot20_13
spk4: Great game, [SEP] spk2: good game inca!	Acknowledgement	43	47	pilot20_13
spk2: Yep, [SEP] spk3: *done	Continuation	46	48	pilot20_13
spk2: Yep, [SEP] spk4: Cheers!	Acknowledgement	46	49	pilot20_13
spk3: *done [SEP] spk2: Marcus, what time is good to come to your office?	Clarification_question	48	50	pilot20_13
spk2: Marcus, what time is good to come to your office? [SEP] spk2: Markus	Elaboration	50	52	pilot20_13
spk2: Sorry, [SEP] spk2: Markus	Comment	51	52	pilot20_13
spk3: *done [SEP] spk3: Please fill in your questionnaires.	Continuation	48	53	pilot20_13
spk3: Please fill in your questionnaires. [SEP] spk4: Will do	Acknowledgement	53	54	pilot20_13
spk2: Marcus, what time is good to come to your office? [SEP] spk3: I'm here tomorrow morning, but not the rest of the week.	Acknowledgement	50	55	pilot20_13
spk3: I'm here tomorrow morning, but not the rest of the week. [SEP] spk3: If you prefer that.	Contrast	55	58	pilot20_13
spk3: But my office mate Jonanthan can give you your compensation. [SEP] spk3: If you prefer that.	Conditional	57	58	pilot20_13
spk3: Please fill in your questionnaires. [SEP] spk2: Where is the questionnaire?	Clarification_question	53	59	pilot20_13
spk2: Where is the questionnaire? [SEP] spk3: Should be attached to the last email.	Question_answer_pair	59	60	pilot20_13
spk3: Should be attached to the last email. [SEP] spk2: I have a link to your website,	Continuation	60	61	pilot20_13
spk2: I have a link to your website, [SEP] spk2: and to instructions on how to play the game...	Continuation	61	62	pilot20_13
spk3: Should be attached to the last email. [SEP] spk2: Oh!	Acknowledgement	60	63	pilot20_13
spk2: I have a link to your website, [SEP] spk2: Never mind.	Comment	61	64	pilot20_13
spk3: Should be attached to the last email. [SEP] spk3: Let me know if you can't find it.	Elaboration	60	65	pilot20_13
spk3: Please fill in your questionnaires. [SEP] spk3: But it's not imperative.	Contrast	53	66	pilot20_13
spk3: But it's not imperative. [SEP] spk3: Just helpful for us.	Continuation	66	67	pilot20_13
spk2: It's opened in a file [SEP] spk2: I can't modify	Continuation	68	69	pilot20_13
spk2: I can't modify [SEP] spk2: with rather strange formatting...	Continuation	69	70	pilot20_13
spk2: Never mind. [SEP] spk2: It's opened in a file	Explanation	64	68	pilot20_13
spk2: It's opened in a file [SEP] spk2: Is there a recommended program for it?	Clarification_question	68	71	pilot20_13
spk2: It's opened in a file [SEP] spk4: Same here	Parallel	68	72	pilot20_13
spk2: Is there a recommended program for it? [SEP] spk3: Any word processor should do.	Question_answer_pair	71	73	pilot20_13
spk3: Any word processor should do. [SEP] spk3: if you want.	Contrast	73	75	pilot20_13
spk3: Any word processor should do. [SEP] spk2: I think	Comment	73	76	pilot20_13
spk3: I can send you a text file, [SEP] spk3: if you want.	Conditional	74	75	pilot20_13
spk2: I think [SEP] spk2: I've got it in Word now.	Continuation	76	77	pilot20_13
spk3: I'm here tomorrow morning, but not the rest of the week. [SEP] spk2: Ok,	Question_answer_pair	55	78	pilot20_13
spk2: Ok, [SEP] spk2: Thanks Markus,	Comment	78	79	pilot20_13
spk2: Ok, [SEP] spk2: I'll come around tomorrow morning.	Elaboration	78	80	pilot20_13
spk2: I'll come around tomorrow morning. [SEP] spk2: Have a good evening!	Continuation	80	81	pilot20_13
spk2: Have a good evening! [SEP] spk4: See you!	Acknowledgement	81	82	pilot20_13
spk3: I'm here tomorrow morning, but not the rest of the week. [SEP] spk4: I can't come tomorrow morning,	Correction	55	83	pilot20_13
spk4: I can't come tomorrow morning, [SEP] spk4: will try and come on Wednesday	Continuation	83	84	pilot20_13
spk4: will try and come on Wednesday [SEP] spk3: OK,	Acknowledgement	84	85	pilot20_13
spk3: OK, [SEP] spk3: that's fine.	Comment	85	86	pilot20_13
spk3: OK, [SEP] spk4: Thanks for everything	Acknowledgement	85	87	pilot20_13
spk4: Thanks for everything [SEP] spk4: See you!	Continuation	87	88	pilot20_13
spk3: I'm here tomorrow morning, but not the rest of the week. [SEP] spk2: Ok.	Acknowledgement	55	56	pilot20_13
spk1: cn i get sheep? [SEP] spk3: nope,	Question_answer_pair	0	1	pilot20_14
spk3: nope, [SEP] spk3: sorry	Comment	1	2	pilot20_14
spk1: cn i get sheep? [SEP] spk2: I just turned my sheep into clay,	Question_answer_pair	0	3	pilot20_14
spk2: I just turned my sheep into clay, [SEP] spk2: sorry!	Comment	3	4	pilot20_14
spk2: I just turned my sheep into clay, [SEP] spk1: ok	Acknowledgement	3	5	pilot20_14
spk3: nope, [SEP] spk1: ok	Acknowledgement	1	5	pilot20_14
spk2: I just turned my sheep into clay, [SEP] spk2: Gotta love Catan alchemy	Comment	3	6	pilot20_14
spk1: got clay any1? [SEP] spk2: need it,	Question_answer_pair	0	1	pilot20_15
spk2: need it, [SEP] spk2: sorry	Comment	1	2	pilot20_15
spk2: need it, [SEP] spk1: sorry i keep asking	Comment	1	3	pilot20_15
spk1: sorry i keep asking [SEP] spk2: haha no worries, you have to	Comment	3	4	pilot20_15
spk1: i need clay ore or wheat [SEP] spk1: any1?	Continuation	0	1	pilot20_16
spk1: i need clay ore or wheat [SEP] spk4: i got wheat	Question_answer_pair	0	2	pilot20_16
spk4: i got wheat [SEP] spk1: i cn giv sheep	Result	2	3	pilot20_16
spk1: i cn giv sheep [SEP] spk4: ok	Acknowledgement	3	4	pilot20_16
spk1: i need clay ore or wheat [SEP] spk1: no1 cn giv clay ryt?	Q_Elab	0	5	pilot20_16
spk1: no1 cn giv clay ryt? [SEP] spk2: not me,	Question_answer_pair	5	6	pilot20_16
spk2: not me, [SEP] spk2: sorry	Comment	6	7	pilot20_16
spk1: no1 cn giv clay ryt? [SEP] spk4: no	Question_answer_pair	5	8	pilot20_16
spk4: no [SEP] spk1: ok	Acknowledgement	8	9	pilot20_16
spk1: i need clay ore or wheat [SEP] spk3: no.	Question_answer_pair	0	11	pilot20_16
spk1: no1 cn giv clay ryt? [SEP] spk3: no.	Question_answer_pair	5	11	pilot20_16
spk1: i need clay ore or wheat [SEP] spk1: i cn giv sheep	Elaboration	0	3	pilot20_16
spk2: not me, [SEP] spk1: ok	Acknowledgement	6	9	pilot20_16
spk3: Seeing as everything I have has been stolen, [SEP] spk3: no.	Explanation	10	11	pilot20_16
spk1: i still need clay [SEP] spk4: i still have none,	Contrast	0	1	pilot20_17
spk4: i still have none, [SEP] spk4: sorry	Comment	1	2	pilot20_17
spk1: ores? [SEP] spk2: no	Question_answer_pair	3	4	pilot20_17
spk1: ores? [SEP] spk3: Nope	Question_answer_pair	3	5	pilot20_17
spk1: ores? [SEP] spk4: Nope	Question_answer_pair	3	6	pilot20_17
spk1: i still need clay [SEP] spk1: ores?	Result	0	3	pilot20_17
spk4: still have none, [SEP] spk4: sorry	Comment	1	2	pilot20_18
spk1: plz sum1 giv me clay [SEP] spk4: still have none,	Question_answer_pair	0	1	pilot20_18
spk2: Yeah, [SEP] spk2: haven't gotten clay in a while...	Explanation	3	4	pilot20_18
spk1: plz sum1 giv me clay [SEP] spk2: Yeah,	Question_answer_pair	0	3	pilot20_18
spk1: plz sum1 giv me clay [SEP] spk3: no clay	Question_answer_pair	0	5	pilot20_18
spk4: still have none, [SEP] spk1: ok	Acknowledgement	1	6	pilot20_18
spk2: Yeah, [SEP] spk1: ok	Acknowledgement	3	6	pilot20_18
spk3: no clay [SEP] spk1: ok	Acknowledgement	5	6	pilot20_18
spk4: still have none, [SEP] spk2: Yeah,	Explanation	1	3	pilot20_18
spk1: sheep any1? [SEP] spk2: You need sheep?	Clarification_question	0	1	pilot20_19
spk2: You need sheep? [SEP] spk1: ya	Question_answer_pair	1	2	pilot20_19
spk2: You need sheep? [SEP] spk2: Do you have ore?	Q_Elab	1	3	pilot20_19
spk2: Do you have ore? [SEP] spk1: ya bt i nd it	Question_answer_pair	3	4	pilot20_19
spk2: Do you have ore? [SEP] spk2: How about wood?	Q_Elab	3	5	pilot20_19
spk2: How about wood? [SEP] spk1: i hav wod	Question_answer_pair	5	6	pilot20_19
spk1: i hav wod [SEP] spk1: *wood	Correction	6	7	pilot20_19
spk1: i hav wod [SEP] spk2: I'll give a sheep for a wood.	Result	6	8	pilot20_19
spk2: I'll give a sheep for a wood. [SEP] spk1: ok	Acknowledgement	8	9	pilot20_19
spk1: still need clay [SEP] spk2: Sorry, no clay	Question_answer_pair	0	2	pilot20_20
spk2: Sorry, no clay [SEP] spk3: no clay	Parallel	2	3	pilot20_20
spk1: still need clay [SEP] spk3: no clay	Question_answer_pair	0	3	pilot20_20
spk1: still need clay [SEP] spk1: ore?	Result	0	4	pilot20_20
spk4: Need mine, [SEP] spk4: sorry	Comment	5	6	pilot20_20
spk1: ore? [SEP] spk4: Need mine,	Question_answer_pair	4	5	pilot20_20
spk1: ore? [SEP] spk2: None	Question_answer_pair	4	7	pilot20_20
spk1: ore? [SEP] spk3: yes ore	Question_answer_pair	4	8	pilot20_20
spk3: yes ore [SEP] spk1: wot du wnt?	Q_Elab	8	9	pilot20_20
spk1: wot du wnt? [SEP] spk3: wheat	Question_answer_pair	9	10	pilot20_20
spk3: wheat [SEP] spk1: ok	Acknowledgement	10	11	pilot20_20
spk1: still need clay [SEP] spk4: Me too	Parallel	0	1	pilot20_20
spk1: trade wheat? [SEP] spk4: no wheat	Question_answer_pair	0	1	pilot20_21
spk1: trade wheat? [SEP] spk2: Sorry,	Question_answer_pair	0	2	pilot20_21
spk2: Sorry, [SEP] spk2: need mine	Explanation	2	3	pilot20_21
spk1: trade wheat? [SEP] spk1: sheep any1?	Q_Elab	0	4	pilot20_21
spk4: im ok [SEP] spk4: thanks	Comment	5	6	pilot20_21
spk1: sheep any1? [SEP] spk4: im ok	Question_answer_pair	4	5	pilot20_21
spk1: sheep any1? [SEP] spk3: I can offer sheep...	Question_answer_pair	4	7	pilot20_21
spk3: I can offer sheep... [SEP] spk1: what du wnt in return?	Q_Elab	7	8	pilot20_21
spk3: Preferably wood or ore, [SEP] spk3: but I would take wheat or clay.	Contrast	9	10	pilot20_21
spk1: what du wnt in return? [SEP] spk3: Preferably wood or ore,	Question_answer_pair	8	9	pilot20_21
spk3: Preferably wood or ore, [SEP] spk1: i got wheat	Elaboration	9	11	pilot20_21
spk1: i got wheat [SEP] spk3: I'll go a sheep for a wheat.	Result	11	12	pilot20_21
spk3: I'll go a sheep for a wheat. [SEP] spk1: ok	Acknowledgement	12	13	pilot20_21
spk1: y cnt i buy a stlmnt? [SEP] spk1: i hv evrythng	Explanation	0	1	pilot20_22
spk1: y cnt i buy a stlmnt? [SEP] spk3: You have nowhere to put one	Question_answer_pair	0	2	pilot20_22
spk3: You have nowhere to put one [SEP] spk1: y nt?	Clarification_question	2	3	pilot20_22
spk1: y nt? [SEP] spk2: You need it	Question_answer_pair	3	4	pilot20_22
spk2: You need it [SEP] spk1: thnx	Acknowledgement	4	6	pilot20_22
spk2: You need it [SEP] spk2: to be two roads from any other settlement.	Continuation	4	5	pilot20_22
spk4: Does anyone have a wood? [SEP] spk4: I can give sheep or wheat	Elaboration	1	2	pilot20_23
spk4: Does anyone have a wood? [SEP] spk1: i hav wood	Question_answer_pair	1	3	pilot20_23
spk1: i hav wood [SEP] spk1: giv me wheat	Continuation	3	4	pilot20_23
spk1: wher am i getting sheep frm? [SEP] spk2: You have two settlements on sheep-producers.	Question_answer_pair	10	11	pilot20_23
spk4: You get 2 every time we roll a 3 [SEP] spk4: Which has happened surprisingly often	Comment	12	14	pilot20_23
spk2: You have two settlements on sheep-producers. [SEP] spk1: ohhh	Acknowledgement	11	13	pilot20_23
spk2: You have two settlements on sheep-producers. [SEP] spk4: You get 2 every time we roll a 3	Result	11	12	pilot20_23
spk1: i hav wood [SEP] spk4: Cool	Acknowledgement	3	5	pilot20_23
spk4: Cool [SEP] spk4: Did I send that to the right person?	Clarification_question	5	6	pilot20_23
spk4: Did I send that to the right person? [SEP] spk1: ya	Question_answer_pair	6	7	pilot20_23
spk1: ya [SEP] spk4: OK, cheers	Acknowledgement	7	8	pilot20_23
spk4: OK, cheers [SEP] spk1: thts ok	Acknowledgement	8	9	pilot20_23
spk4: Which has happened surprisingly often [SEP] spk1: nice	Acknowledgement	14	15	pilot20_23
spk1: ohhh [SEP] spk1: thnx	Comment	13	16	pilot20_23
spk2: You have two settlements on sheep-producers. [SEP] spk2: Anyone willing to give wood for wheat?	Continuation	11	17	pilot20_23
spk2: Anyone willing to give wood for wheat? [SEP] spk3: yep	Question_answer_pair	17	18	pilot20_23
spk3: yep [SEP] spk2: Cool.	Acknowledgement	18	19	pilot20_23
spk1: y do i keep getting sheep? [SEP] spk1: wher am i getting sheep frm?	Elaboration	0	10	pilot20_23
spk4: do we have to? [SEP] spk1: nooo	Question_answer_pair	0	1	pilot21_1
spk4: do we have to? [SEP] spk3: no	Question_answer_pair	0	2	pilot21_1
spk3: no [SEP] spk1: boob	Background	2	3	pilot21_1
