text	label	edu1_idx	edu2_idx	file
spk3: What do you want for them? [SEP] spk1: can you trade for 3 clays	Q_Elab	3	4	s1-league2-game1_15
spk2: hi.. [SEP] spk1: Yo...	Acknowledgement	15	16	s2-league4-game1_4
spk3: rennoc? [SEP] spk1: i'm ok for now	Question_answer_pair	10	11	pilot01_1
spk3: another one, anybody? [SEP] spk2: not yet	Question_answer_pair	3	4	s2-league3-game5_11
spk1: i have everything! [SEP] spk3: then you have no place to build it!	Result	3	5	pilot14_5
spk2: 2 sheep for an ore [SEP] spk3: whom to trade with...	Clarification_question	15	17	s2-league5-game2_14
spk1: joel has 2 cities! [SEP] spk1: metropolis :D	Elaboration	47	48	pilot03_23
spk3: oh, well played [SEP] spk2: congrats	Continuation	0	1	s1-league3-game2_13
spk2: nope soz [SEP] spk1: any sheep?	Result	6	8	s2-league4-game3_7
spk2: i literally lost [SEP] spk3: Hmmmm, right, wonder if we can get another game done tonight?	Narration	4	12	s1-league2-game3_16
spk3: i need resources! [SEP] spk2: :)	Comment	0	1	s1-league1-game4_28
"spk2: ""Anyone got wood for sheep?"" :D [SEP] spk4: can't"	Question_answer_pair	1	7	pilot03_18
spk3: does anyone got wood [SEP] spk1: yeah	Question_answer_pair	0	1	s1-league3-game1_14
spk1: anybody with wood? [SEP] spk3: not me	Question_answer_pair	0	3	s2-leagueM-game3_6
spk2: and another on thursday? [SEP] spk3: if we can	Question_answer_pair	21	23	s1-league1-game2_9
spk4: i have NO wood. [SEP] spk3: Ok,	Acknowledgement	12	14	s2-league5-game2_16
spk1: ouch [SEP] spk1: craps	Elaboration	1	4	s2-league1-game1_23
spk4: how do we get more points? [SEP] spk2: You build roads and settlements.	Question_answer_pair	0	2	pilot20_11
spk2: she said  [SEP] spk2: if she appears	Contrast	7	14	s1-league3-game1_1
spk1: i need clay ore or wheat [SEP] spk1: i cn giv sheep	Elaboration	0	3	pilot20_16
spk1: Hi Markus [SEP] spk2: man	Comment	1	2	pilot03_5
spk2: frig 4 ores for you again! [SEP] spk1: i guess,	Acknowledgement	0	2	s2-league5-game2_24
spk4: i have ore... [SEP] spk4: llots of ore :p	Elaboration	5	6	s2-leagueM-game3_5
spk3: Not until like the 26th of June [SEP] spk1: Ok,	Acknowledgement	22	26	s1-league3-game2_13
spk1: Already...!!! [SEP] spk2: :)	Comment	1	2	s2-league4-game1_30
spk3: sheep perhaps? [SEP] spk3: 2 sheep? :)	Q_Elab	4	6	s1-league1-game1_9
spk4: enjoy the film [SEP] spk2: it's been on 30mins	Contrast	26	27	s1-league1-game3_32
spk2: nice one! [SEP] spk1: woooo	Comment	0	1	pilot14_28
spk3: don't give tomm wheat [SEP] spk1: can you give wheat to me, dave?	Result	3	8	pilot01_2
spk3: not bad [SEP] spk3: i'm hoping i'll do a bit better this time!	Continuation	3	4	s2-leagueM-game3_16
spk2: anyone want to trade wheat or sheep for a clay?  [SEP] spk4: I have sheep	Question_answer_pair	0	7	s1-league1-game3_10
spk3: For what? [SEP] spk1: wood	Question_answer_pair	12	13	pilot21_21
spk4: and I'm a hoarder! [SEP] spk3: LOL	Comment	9	11	s2-practice4_31
spk3: if you type cash cash cash in [SEP] spk1: haha	Comment	9	12	s2-league4-game3_16
spk2: odds that people remember? [SEP] spk2: ?	Continuation	0	3	s2-league5-game2_20
spk1: so what do we do now? [SEP] spk1: who moves first i mean	Q_Elab	2	3	s2-league5-game0_4
spk4: nope, [SEP] spk4: sorry	Comment	1	2	s2-practice3_41
spk2: i have a wood [SEP] spk2: ore	Elaboration	4	5	s2-league5-game5_1
spk1: hi [SEP] spk2: Ah, great.	Acknowledgement	43	44	pilot01_30
spk2: anyone want clay or sheep for their ore? [SEP] spk3: nope :)	Question_answer_pair	0	2	s2-league3-game4_10
spk1: I can give a clay or wheat for sheep? [SEP] spk2: i don't think i can afford to make any trades with you in this situ	Question_answer_pair	0	2	s1-league3-game6_6
spk1: (they said they would be here... [SEP] spk1: that sounds okay	Contrast	5	7	s1-league2-game1_13
spk3: will anyone give me a wheat for ore? [SEP] spk1: but yes	Question_answer_pair	3	8	s2-league3-game4_2
spk3: essentially i need wood. [SEP] spk3: i mistyped.	Explanation	8	9	s2-league5-game0_5
spk4: see you sunday perhaps [SEP] spk3: sunday do you mean?	Clarification_question	5	14	s2-league1-game1_19
spk1: anyne have brick? [SEP] spk2: none left	Question_answer_pair	0	1	s2-league5-game4_1
spk4: it just stopped my go... [SEP] spk2: oh hmm	Comment	27	28	s1-league1-game3_23
spk4: i wish i could get excited about this rare 5 [SEP] spk2: lol	Comment	1	2	s2-leagueM-game2_14
spk3: what about the other ones [SEP] spk2: The resource ones -I think- mean you can trade 2 of any of that item to 1 of anything else	Question_answer_pair	5	6	pilot01_12
spk1: can i get a sheep for a wheat from someone? [SEP] spk2: yes	Question_answer_pair	1	2	s1-league1-game2_14
spk3: afraid [SEP] spk3: maybe next time :)	Result	17	21	pilot03_5
spk1: how's things? [SEP] spk1: hope we'll get full 4player games in this season ;)	Elaboration	2	3	s2-league1-game1_20
spk3: anyone got ore?? [SEP] spk2: nope,	Question_answer_pair	0	2	s1-league3-game7_15
spk3: clay? [SEP] spk3: yes, sorry	Correction	6	12	s1-league1-game2_5
spk3: Thurs would be great  [SEP] spk3: if we can	Conditional	22	23	s1-league1-game2_9
spk1: Don't suppose you'd be interested in ore for clay? [SEP] spk2: ok,	Question_answer_pair	0	1	s2-practice2_7
spk2: for clay? [SEP] spk1: done	Question_answer_pair	2	3	s1-league1-game4_17
spk2: so if i get one [SEP] spk1: :D	Comment	45	47	s1-league2-game4_20
spk1: nay :( [SEP] spk1: i had one just now	Elaboration	2	3	s1-league1-game4_10
spk3: give me the wood [SEP] spk3: and if you give me wood and clay	Continuation	15	17	s1-league2-game1_5
spk2: Does anyone need wheat? [SEP] spk5: no	Question_answer_pair	0	1	pilot20_3
spk3: As in, one ore per wood, one wood per person? [SEP] spk1: :)	Comment	26	27	s1-league2-game1_33
spk4: sorryt [SEP] spk3: ahh, oh well	Acknowledgement	6	10	s1-league2-game2_10
spk2: I've been keeping count on my laptop to check for win conditions [SEP] spk2: since dmm got 3 and matt 5,	Elaboration	37	39	s2-leagueM-game5_12
spk3: :) [SEP] spk3: 13! :o	Continuation	3	4	s1-league1-game3_14
spk3: also 7's, [SEP] spk3: we've had about half the rolls as sevens	Elaboration	7	8	pilot01_4
spk4: indeed, no offence [SEP] spk4: plus white won the last game	Continuation	2	3	s2-leagueM-game2_9
spk2: Are we playing to 10 points, by the way? [SEP] spk1: yep	Question_answer_pair	0	1	s2-league1-game1_4
spk2: it said sheep [SEP] spk4: oh woops	Acknowledgement	4	5	s2-league5-game4_7
spk1: yep [SEP] spk1: i will give you wheat	Elaboration	1	2	pilot04_22
spk2: Sorry, [SEP] spk2: need me some clay	Explanation	5	6	pilot01_34
spk1: many thanks, [SEP] spk1: hope that was mutually beneficial :)	Continuation	10	11	s2-league1-game1_13
spk1: yo [SEP] spk1: what just happened?	Elaboration	23	24	pilot21_15
spk1: so do i :) [SEP] spk1: we're fully forested	Comment	2	4	s1-league1-game4_5
spk2: wood anyone? [SEP] spk3: sorry	Question_answer_pair	0	2	s1-league1-game2_20
spk2: i need a clay [SEP] spk2: can offer an ore	Elaboration	2	3	s1-league1-game1_15
spk1: maybe we finish it then [SEP] spk1: screw it	Continuation	4	5	pilot14_25
spk3: Still want to trade? [SEP] spk2: do you still want to?	Q_Elab	2	4	pilot01_18
spk2: Ah, no then, sorry [SEP] spk1: no worries!	Acknowledgement	7	8	s2-league1-game1_12
spk1: Anyone got any ore? [SEP] spk3: what do you have to offer?	Q_Elab	10	14	pilot03_5
spk2: boo [SEP] spk3: well done! 	Acknowledgement	0	5	s1-league2-game2_5
spk2: and I got lucky as heck [SEP] spk4: yeah for sure!	Acknowledgement	12	13	s2-league5-game5_14
spk3: need sheep [SEP] spk1: i have sheep	Question_answer_pair	12	14	s1-league1-game3_1
spk2: Still snigger. [SEP] spk3: heh	Comment	20	22	pilot01_16
spk1: Hi [SEP] spk2: Hi Nancy,	Acknowledgement	2	3	pilot04_23
spk3: if anyone has clay? [SEP] spk4: afraid not	Question_answer_pair	1	2	s2-league3-game1_9
spk2: did cameron say he will be here? [SEP] spk1: iffy	Question_answer_pair	12	14	s1-league1-game2_24
spk1: 4 nooo [SEP] spk1: i will cut youooo	Result	0	1	s2-leagueM-game5_7
spk3: sorry [SEP] spk3: got none	Explanation	2	3	s2-practice3_24
spk2: why there is a contour robber on wood-2 [SEP] spk1: I don't know,	Question_answer_pair	8	9	s2-practice2_19
spk3: Anyone prepared to trade ore for wood? [SEP] spk3: Chameleon?	Q_Elab	0	2	pilot04_16
spk1: good luck! [SEP] spk3: hello gl all!!	Comment	22	23	s2-leagueM-game2_5
spk4: anyone have clay? [SEP] spk3: need mine,	Question_answer_pair	0	2	s2-leagueM-game3_22
spk5: you can continue even if one player leaves [SEP] spk5: but haven't follwed whether you all have to go	Contrast	20	22	pilot03_3
spk2: me on 34, you 25, matt 24, duncan 22 [SEP] spk2: congrats ;)	Comment	41	42	s2-leagueM-game5_12
spk3: thanks all [SEP] spk2: do not pass go	Acknowledgement	0	1	s2-league5-game4_22
spk3: I think maybe it rolls automatically [SEP] spk2: I think it said it will autoroll,	Acknowledgement	4	7	s2-league4-game1_22
spk1: can i get a sheep?  [SEP] spk1: giving wheat	Elaboration	0	1	s1-league1-game1_22
spk1: can you do that/ [SEP] spk2: Yeah, 	Question_answer_pair	20	22	s1-league3-game5_5
spk2: got a run of VP cards [SEP] spk1: congrats niko!	Acknowledgement	1	3	s2-leagueM-game5_12
spk4: i assume no one has clay that they'll trade? [SEP] spk2: dont have any	Question_answer_pair	0	1	s2-practice4_29
spk1: but does anyone have any brick? [SEP] spk2: no	Question_answer_pair	1	3	s2-league5-game1_1
"spk3: Can't click ""Done""? [SEP] spk2: I think"	Question_answer_pair	37	38	pilot04_20
spk3: J? [SEP] spk2: yeh...	Question_answer_pair	0	1	pilot14_27
spk2: anyone got clay? [SEP] spk1: no	Question_answer_pair	29	30	s1-league1-game1_15
spk2: yep [SEP] spk3: what would you like?	Q_Elab	1	2	s2-league4-game1_16
spk4: no [SEP] spk4: sorry	Comment	3	4	s2-league1-game1_1
spk1: ok [SEP] spk4: ok	Result	9	12	pilot03_4
spk1: anyone want wheat or wood for sheep? [SEP] spk1: is Euan being conspicuously silent	Clarification_question	2	9	pilot03_13
spk2: Ok. [SEP] spk5: gotta go all,	Comment	7	8	pilot20_3
spk2: sheep or wood [SEP] spk3: sheep please	Question_answer_pair	3	4	s2-practice4_17
spk3: who got clay [SEP] spk2: me,	Question_answer_pair	0	1	s1-league3-game7_19
spk3: you're all welcome. [SEP] spk3: does anyone need an ore?	Narration	0	7	s2-league5-game2_14
spk4: good game! [SEP] spk1: yeah this was close	Acknowledgement	5	6	s2-league5-game4_25
spk2: sorry! [SEP] spk3: ok wood then? 	Q_Elab	11	13	s1-league1-game1_15
spk2: oh [SEP] spk2: never mind	Elaboration	5	6	s1-league3-game1_2
spk2: I'm from Somerset, [SEP] spk2: near Cheddar (where teh cheese is from)	Elaboration	11	12	s1-league1-game3_38
spk3: anyone have clay for wood? [SEP] spk2: nope	Question_answer_pair	0	2	s1-league1-game4_25
spk2: would eiter of you trade ore for wheat and/or wood [SEP] spk1: i cld give u a sheep for it?	Q_Elab	0	2	pilot04_6
spk2: we'll ask markus, he has all the data [SEP] spk1: yup	Acknowledgement	21	23	s1-league1-game5_25
spk2: sabercat: What would you offer? [SEP] spk1: 2x ore	Question_answer_pair	2	3	s1-league2-game1_16
spk2: I've had one the whole game [SEP] spk2: and it's gone now	Continuation	2	3	s2-league5-game3_20
spk1: i do want sheep, [SEP] spk1: sorry for being rubbish!	Comment	6	9	s2-practice3_12
spk4: anyone got wood/ore for wheat/sheep? [SEP] spk3: i'm empty	Question_answer_pair	0	1	s2-practice4_22
spk1: best of luck so [SEP] spk2: cheers	Acknowledgement	7	9	s1-league3-game6_12
spk1: how many games do we have left to play then? [SEP] spk4: I have to play two more	Question_answer_pair	4	7	s1-league2-game2_5
spk2: going... [SEP] spk2: anyone else	Contrast	4	5	s2-league5-game2_21
spk1: anyone got any wood? [SEP] spk3: nope	Question_answer_pair	0	1	pilot14_2
spk1: not got any, [SEP] spk2: thanks anyway!	Acknowledgement	6	8	s2-leagueM-game2_8
spk3: havent had clay in awhile [SEP] spk2: Ah well.	Acknowledgement	12	15	pilot03_17
spk1: does anyone have any clay to trade? [SEP] spk2: not me, 	Question_answer_pair	0	1	s1-league3-game1_6
spk2: go, please:) [SEP] spk2: :)	Comment	12	13	pilot14_25
spk2: your roll, laura! [SEP] spk1: maybe she's disconnected...	Explanation	3	4	s1-league1-game3_3
spk2: no [SEP] spk2: thanks	Continuation	5	6	s2-league5-game4_20
spk2: or a wheat actually [SEP] spk1: sorry	Question_answer_pair	4	9	s1-league2-game2_7
spk1: Bright and sunny here mate. [SEP] spk2: the complete opposite here..	Contrast	20	21	s2-league4-game1_4
spk3: damnit. [SEP] spk3: and catanstrophe i think has a vic point...	Continuation	0	1	s2-league5-game3_17
spk3: I guess the robbers ensured a clay shortage [SEP] spk1: Yep...	Acknowledgement	6	7	s2-league4-game1_2
spk4: anyone have a sheep? [SEP] spk2: no sheep sorry	Question_answer_pair	12	13	s1-league1-game3_23
spk3: no [SEP] spk1: pas de problems ;)	Comment	2	4	s1-league1-game4_7
spk3: clay rennoc [SEP] spk3: I have ore to trade (or wheat, always wheat)	Question_answer_pair	5	6	pilot01_25
spk2: 2 wheat for 2 wood? [SEP] spk1: 2 wheat and a sheep maybe	Question_answer_pair	11	12	s1-league1-game4_31
spk1: oh. never mind, now it did [SEP] spk2: lol no worries	Comment	7	9	s1-league1-game3_14
spk2: nice playing with you! [SEP] spk1: Nice playing :)	Comment	6	9	pilot03_3
spk1: outrage [SEP] spk4: ok	Acknowledgement	3	5	pilot03_6
spk1: thanks! [SEP] spk4: only because nelson got in first!	Explanation	9	10	s2-league3-game5_3
spk2: would you trade another sheep for another wood? [SEP] spk4: nope	Question_answer_pair	33	35	pilot21_7
spk3: haha for? [SEP] spk2: I'm after sheep	Question_answer_pair	3	4	s2-league4-game3_30
spk1: he added time [SEP] spk1: i got to go though	Contrast	29	31	pilot21_15
spk1: wait [SEP] spk1: something ewird happened	Explanation	12	13	s2-league5-game2_8
spk2: but that sounds about right (4 cities) [SEP] spk4: gl all!	Acknowledgement	47	57	s2-leagueM-game5_18
spk3: wts hapning? [SEP] spk4: it woulndt let me sign in	Question_answer_pair	25	28	pilot20_1
spk3: yeah.. [SEP] spk1: which?	Clarification_question	4	5	s1-league2-game1_2
spk2: it is broken [SEP] spk2: now	Continuation	39	40	pilot04_20
spk1: anyone have wheat [SEP] spk2: sorry	Question_answer_pair	17	20	s2-league5-game1_5
spk3: am quite happy to give 2 for one,  [SEP] spk3: or even 3 for one for wheat	Alternation	9	10	s1-league1-game2_5
spk1: you're a pro [SEP] spk1: ccg, coud i beg a clay?	Continuation	3	5	s2-league1-game1_5
spk3: I can [SEP] spk1: okay,	Acknowledgement	3	4	s1-league2-game3_4
spk2: sorry [SEP] spk1: any clay, kieran?	Q_Elab	5	7	s1-league3-game5_2
spk1: still need clay [SEP] spk4: Me too	Parallel	0	1	pilot20_20
spk1: none of thm r there [SEP] spk1: i need clay	Continuation	11	12	pilot20_11
spk2: Ah, actually, I can't, [SEP] spk2: I kinda need it	Explanation	16	19	s1-league2-game3_7
spk1: wheat for clay? [SEP] spk4: No,	Question_answer_pair	0	1	pilot21_22
spk3: Again? [SEP] spk1: steal the resources from me!	Question_answer_pair	0	1	s1-league2-game4_16
spk2: can anybody give me an ore? [SEP] spk1: nope, no ore...	Question_answer_pair	0	2	s1-league2-game2_9
spk3: you can plan things out better [SEP] spk3: when you're last	Conditional	37	38	s2-leagueM-game3_16
spk2: Only got that one [SEP] spk3: could you, by any chance, use some fine high quality wheat	Q_Elab	5	6	pilot01_39
spk2: Kieran should be coming [SEP] spk2: and Carina 	Continuation	4	5	s1-league3-game1_1
spk1: thanks for playing [SEP] spk2: gg all well played!	Comment	27	28	s1-league1-game5_25
spk4: id need two# [SEP] spk1: have just the one	Question_answer_pair	2	4	s2-leagueM-game3_23
spk2: http://www.catan.com/en/download/?SoC_rv_Rules_091907.pdf [SEP] spk2: page 9 LJ	Elaboration	20	23	s2-leagueM-game3_14
spk4: haha yay! [SEP] spk4: i'm hte only one who did't have to discard.	Explanation	25	27	s2-league5-game3_13
spk2: that's fine, [SEP] spk2: you've done all your games now	Explanation	18	19	s1-league3-game7_8
spk3: anyone got wheat for a sheep? [SEP] spk2: you seem to have lots of sheep!	Comment	2	6	s2-leagueM-game2_6
spk1: 'this server has no bots' [SEP] spk1: (possibly paraphrased...)	Elaboration	5	6	s2-practice2_9
spk3: and on that note, it's time for bed! [SEP] spk1: well.. its 1 here	Explanation	9	11	s1-league2-game4_15
spk2: but I need to be at the cameo by 9.20 [SEP] spk2: darn competitions!	Comment	12	14	s1-league1-game3_3
spk1: sorry [SEP] spk1: ghettoette got there first.	Comment	9	10	s2-league5-game3_7
spk2: what can you offer? [SEP] spk4: i can offer a sheep	Question_answer_pair	14	18	s2-leagueM-game3_23
spk3: no [SEP] spk3: thanks	Comment	1	2	s2-league4-game1_1
spk2: so he does,  [SEP] spk2: 8 ouch	Continuation	9	11	s1-league1-game1_2
spk1: any sheep? [SEP] spk2: no ta	Question_answer_pair	8	15	s2-league4-game3_7
spk1: Also, for your  5 you'll have to come by my office. [SEP] spk1: I'll be in and out tomorrow	Elaboration	34	39	pilot01_22
spk3: I am after anyting [SEP] spk1: clay	Q_Elab	4	5	s2-league4-game1_28
spk2: I think I got very lucky getting to the sheep port [SEP] spk3: I spent far too long at the start building pointless roads,	Parallel	7	8	pilot01_22
spk3: Not that long, [SEP] spk3: it gets quicker	Explanation	2	3	pilot21_21
spk2: none [SEP] spk2: sorry	Comment	4	5	s2-league3-game4_2
spk1: ghettoette? [SEP] spk4: sorry	Question_answer_pair	5	6	s2-league5-game4_35
spk2: so I moved him twice [SEP] spk3: aah	Acknowledgement	9	10	pilot01_31
spk3: any wood around? [SEP] spk1: nope	Question_answer_pair	13	14	pilot01_25
spk3: sorry, [SEP] spk3: nope	Comment	2	3	s2-league1-game1_12
spk1: anyone for clay? [SEP] spk1: will trade sheep or wheat	Elaboration	0	3	s2-league1-game1_7
spk1: First city. [SEP] spk1: Probably the only city	Continuation	2	3	s2-practice4_31
spk1: looks like it shows you a shadow of the last placing of the robber... [SEP] spk2: yes	Acknowledgement	20	21	s2-practice2_19
spk2: nope, [SEP] spk2: taking IT... :)	Explanation	3	4	pilot14_8
spk3: N [SEP] spk3: *No	Correction	6	7	s1-league2-game4_20
spk3: thanks for a great game guys [SEP] spk2: thx see you later	Comment	38	41	s1-league1-game2_9
spk2: anyone have any wheat to trade [SEP] spk1: whose turn is it?	Clarification_question	0	5	s1-league3-game5_9
spk2: in the league we get 2 for a win, [SEP] spk2: 1 for playing :)	Continuation	27	28	s1-league1-game3_39
spk2: That sounds rather pleasant! [SEP] spk1: yeah!	Acknowledgement	9	10	s2-leagueM-game5_18
spk2: how about 2 sheep, tomas? [SEP] spk2: (1 and the one i owe you)	Elaboration	6	7	s1-league1-game3_16
spk2: nope [SEP] spk3: allrighty	Acknowledgement	5	6	s2-league5-game3_13
spk2: no [SEP] spk2: but it has been a *very* long time	Contrast	8	10	pilot04_5
spk2: got a board game evening to go to after ;) [SEP] spk4: i was tempted to hit games hub tomorrow	Parallel	14	17	s2-leagueM-game3_16
spk3: have you? [SEP] spk1: No...	Question_answer_pair	4	5	s2-league4-game1_4
spk1: ...yes [SEP] spk2: ooh	Comment	1	2	s2-league3-game5_10
spk1: Don't currently need wheat though. [SEP] spk2: no,	Acknowledgement	7	8	s2-practice2_10
spk2: If you have a settlement on them [SEP] spk2: you can get better trades	Conditional	1	2	pilot01_12
spk2: I'd like a wheat? [SEP] spk1: Nop...	Question_answer_pair	2	5	s2-league4-game1_9
spk3: i will give you sheep for a clay! [SEP] spk2: i have no clay :(	Contrast	14	15	s1-league1-game1_2
spk3: any sheep for sale? [SEP] spk4: nope	Question_answer_pair	0	2	s1-league1-game3_30
spk1: I think they changed [SEP] spk2: What, so I always roll 7?	Clarification_question	1	4	s1-league2-game4_19
spk4: does anyone have clay for an ore? [SEP] spk2: yeah	Question_answer_pair	0	4	pilot03_29
spk3: I'm actually going to hold off on the trade for now, [SEP] spk3: sorry	Comment	18	19	pilot01_18
spk2: Hopefully another season is round the corne [SEP] spk2: corner*	Correction	65	66	s2-leagueM-game5_12
spk1: ah god, I'd be online anyway, trust me. [SEP] spk1: I have six windows open at once here	Elaboration	93	95	s1-league3-game6_12
spk4: You get 2 every time we roll a 3 [SEP] spk4: Which has happened surprisingly often	Comment	12	14	pilot20_23
spk3: yes, [SEP] spk3: i want sheep:)	Elaboration	3	4	pilot14_23
spk2: want sheep guys? [SEP] spk1: lol i need a lot of stuff	Question_answer_pair	0	2	pilot14_31
spk2: do you mean [SEP] spk4: does anyone want sheep?	Continuation	6	14	pilot21_7
spk2: wow, didn't realise i was that close [SEP] spk2: good game	Comment	13	14	s1-league3-game1_17
spk2: Need wood/wheat, [SEP] spk1: sorry cant do that	Result	3	5	pilot04_6
spk2: anyone have sheep or wheat to trade? [SEP] spk1: got wood?	Q_Elab	0	2	s1-league3-game5_10
spk3: i don't have 2 ores to give you. [SEP] spk3: i can give you an ore and a sheep.	Contrast	7	8	s2-league5-game2_26
spk3: anyone have clay? [SEP] spk2: nope	Question_answer_pair	0	1	s2-practice4_8
spk4: anybody have wheat? [SEP] spk1: sorry	Question_answer_pair	1	3	s2-league3-game5_1
spk3: SO, I need wheat. [SEP] spk3: Is there anything someone would want?	Elaboration	0	1	s2-league5-game2_11
spk3: Please fill in your questionnaires. [SEP] spk3: But it's not imperative.	Contrast	53	66	pilot20_13
spk1: i'd just go on google [SEP] spk1: or tell us	Alternation	10	11	s2-league5-game4_18
spk3: Clay for ore? [SEP] spk1: Nop..	Question_answer_pair	3	5	s2-league4-game1_21
spk1: ghettoette got there first. [SEP] spk2: well if you wanted to do the trade again..	Contrast	10	13	s2-league5-game3_7
spk2: ok anyone got clay? [SEP] spk4: no	Question_answer_pair	0	2	s2-leagueM-game2_15
spk1: first a cad, now a gent ;D [SEP] spk3: i always get that wrong...	Comment	40	41	s1-league1-game3_1
spk2: sorry, [SEP] spk2: I just need to type a letter to keep checking if I'm connected	Elaboration	4	5	s2-league5-game4_18
spk3: nope [SEP] spk1: nope neither	Parallel	1	3	s2-practice3_10
spk3: anyone wanna trade some of their clay/ore for some wood? [SEP] spk2: I have no wood,	Question_answer_pair	0	3	s2-practice3_37
spk1: Sorry [SEP] spk1: if I'm slow,	Conditional	9	10	s2-league8-game1_2
spk1: now I really want pizza... [SEP] spk1: preferbly dice rolls	Comment	2	4	s2-league4-game3_28
spk2: i can do it too [SEP] spk1: ghettoette got there first.	Contrast	8	10	s2-league5-game3_7
spk3: i have a meeting in 25min [SEP] spk3: I just realized.	Background	3	4	pilot03_19
spk1: ouch [SEP] spk4: :(	Comment	0	1	s2-league1-game1_24
spk2: to try and reconnect [SEP] spk1: well. if lj can't fix her current problem,	Contrast	11	17	s1-league1-game3_3
spk3: anyone have sheep, [SEP] spk2: only for caly	Question_answer_pair	0	3	s2-practice4_10
spk4: one for a sheep? [SEP] spk1: i'll swap mine for wood,	Question_answer_pair	9	10	s2-leagueM-game3_23
spk1: anyone have wheat? [SEP] spk1: I have sheep and clay	Elaboration	0	1	s1-league3-game7_6
spk3: It ends [SEP] spk3: and whoever has most cards wins	Continuation	5	6	pilot21_1
spk3: anyone got ore [SEP] spk1: no,	Question_answer_pair	0	2	s1-league3-game7_16
spk2: Sorry, no clay [SEP] spk3: no clay	Parallel	2	3	pilot20_20
spk4: tomas ore for clay? [SEP] spk3: but mine is very expensive :)	Question_answer_pair	4	5	s1-league1-game3_26
spk1: no [SEP] spk2: OK	Acknowledgement	1	4	s2-league4-game1_29
spk4: tomas ore for clay? [SEP] spk3: gimme more	Question_answer_pair	4	7	s1-league1-game3_26
spk1: I moved it there with the 7, [SEP] spk1: then onto the brick with a soldier...	Narration	13	14	s2-practice2_19
spk3: SO, I need wheat. [SEP] spk3: What is it,	Continuation	0	3	s2-league5-game2_11
spk1: It would be nice to be able to buy something other than development cards... [SEP] spk2: ok	Acknowledgement	0	1	s2-practice2_10
spk1: I mean, nine resources, [SEP] spk1: you can probably trade with port...	Elaboration	41	42	s1-league2-game4_20
spk2: anyone have some wood to spare? [SEP] spk1: for clay...	Question_answer_pair	0	1	s1-league1-game2_15
spk2: i got clay [SEP] spk4: for ore?	Q_Elab	27	28	s2-leagueM-game3_14
spk1: i need wood [SEP] spk2: but i do not need wheat :)	Contrast	2	4	s1-league1-game1_10
spk1: can anybody give me a couple of wheat? [SEP] spk2: no wheat	Question_answer_pair	0	4	s2-leagueM-game3_7
spk2: er sheep for clay attempt 2? [SEP] spk2: shawnus, any clay for me?	Continuation	0	6	s2-league4-game3_12
spk2: for? [SEP] spk1: clay!	Question_answer_pair	1	2	s1-league1-game5_23
spk1: anyone got sheep? [SEP] spk1: I can offer an ore	Elaboration	0	1	s1-league1-game4_7
spk1: thanks [SEP] spk1: so i guess i am done for games	Continuation	3	4	s2-league5-game4_25
spk2: yay sheep :p [SEP] spk1: can i get a sheep for a wheat from someone?	Elaboration	0	1	s1-league1-game2_14
spk3: Click accept or reject. [SEP] spk3: If you can't accept,	Continuation	15	17	pilot21_2
spk1: Anyone got any ore? [SEP] spk2: havent had it in awhile	Question_answer_pair	10	13	pilot03_5
spk4: anyone have clay or ore? [SEP] spk3: nope	Question_answer_pair	0	1	s2-practice3_9
spk3: or sheep? [SEP] spk2: Amazingly, no o.O	Question_answer_pair	12	13	pilot03_25
spk3: sorry, [SEP] spk3: essentially i need wood.	Explanation	7	8	s2-league5-game0_5
spk1: no [SEP] spk2: Oh well	Comment	5	6	pilot03_15
spk1: i got to go though [SEP] spk5: mehhhhh	Comment	31	32	pilot21_15
spk1: anyone got clay they'd trade? [SEP] spk2: got any wood?	Q_Elab	0	5	s2-league1-game1_12
spk3: clay? [SEP] spk3: anyone have sheep for ore?	Continuation	6	15	s1-league1-game2_5
spk2: ah [SEP] spk2: ok	Continuation	5	6	pilot04_27
spk3: no clay :( [SEP] spk2: i wanted y'all to make clay too... ...	Comment	7	12	s1-league1-game1_2
spk2: wheat for clay? [SEP] spk1: no	Question_answer_pair	1	3	s1-league1-game2_11
spk1: http://www.youtube.com/watch?v=aGSKrC7dGcY [SEP] spk1: tune	Continuation	25	26	s1-league3-game6_12
spk3: does anyone have brick or wood to trade with me? [SEP] spk2: no	Question_answer_pair	4	6	s2-league5-game2_25
spk3: But it's not imperative. [SEP] spk3: Just helpful for us.	Continuation	66	67	pilot20_13
spk4: no actually [SEP] spk4: sorry	Comment	23	24	s1-league1-game3_1
spk2: no [SEP] spk3: ok	Acknowledgement	1	6	s2-league4-game3_2
spk3: anyone got wood [SEP] spk1: I have none, sorry	Question_answer_pair	0	2	s1-league3-game5_15
spk1: no [SEP] spk1: i want them too	Correction	6	7	pilot14_23
spk3: you can have an ore and a sheep for wood? [SEP] spk1: and you don't have 2 ore?	Q_Elab	13	15	s2-leagueM-game2_1
spk4: I have sheep [SEP] spk2: sorry, I want clay,	Correction	7	8	s1-league1-game3_10
spk1: does anyone want any clay? [SEP] spk3: Nancy:	Question_answer_pair	0	1	pilot04_8
spk2: does anyone have ore? [SEP] spk2: or brick?	Alternation	0	1	s2-league5-game2_3
spk2: good roll that [SEP] spk2: thanks	Comment	0	1	pilot01_11
